City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
649,Kavieng,PG,83.07,light rain,-2.5744,150.7967,Nusa Island Retreat
655,Sassandra,CI,76.59,few clouds,4.95,-6.0833,la terrasse
656,Kaoma,ZM,66.38,overcast clouds,-14.7833,24.8,KAOMA AIRPORT
657,Kudat,MY,86.0,few clouds,6.8837,116.8477,Dream Garden Hotel
660,Arlit,NE,60.89,clear sky,18.7369,7.3853,Case de Passage De la Prefecture
662,Samarai,PG,84.65,overcast clouds,-10.6167,150.6667,Nuli Sapi
663,Vega De Alatorre,MX,73.54,clear sky,20.0333,-96.6333,El Polo Norte
664,Zemio,CF,71.06,overcast clouds,5.0314,25.1361,OCHA Office
665,Natchitoches,US,71.6,overcast clouds,31.7668,-93.1335,Super 8 by Wyndham Natchitoches
666,Ngunguru,NZ,68.0,overcast clouds,-35.6167,174.5,Pacific Rendezvous Motel Resort
668,Auki,SB,84.94,overcast clouds,-8.7676,160.7034,Auki Motel
